musical_expertise,aggressive,relaxed,happy,sad,correct,stimulus_number,file_name,composer,instrument,emotional_intent,emotional_intent_value,intent_rating_difference,emotional_intent_value_word,emotional_intent_value_word_general 
pro,-2,1,0,1,0,43,43_relaxed_1_steelstring-guitar_OweWin_pick_new5_20200629.wav,OweWin,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,0,-2,1,0,44,44_relaxed_2_steelstring-guitar_OweWin_pick_new5_20200629.wav,OweWin,steelstring-guitar,relaxed,2,2,normal_relaxed,normal
pro,-2,1,-1,1,0,139,139_relaxed_1_steelstring-guitar_SamLor_pick_new2_20200715.wav,SamLor,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-3,2,-2,1,1,140,140_relaxed_2_steelstring-guitar_SamLor_pick_new2_20200715.wav,SamLor,steelstring-guitar,relaxed,2,0,normal_relaxed,normal
pro,-2,1,-1,1,0,141,141_relaxed_3_steelstring-guitar_SamLor_pick_new2_20200715.wav,SamLor,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,1,-1,-2,2,0,128,128_relaxed_2_steelstring-guitar_SimArm_fingers_new5_20200711.wav,SimArm,steelstring-guitar,relaxed,2,3,normal_relaxed,normal
pro,-2,1,-1,1,0,129,129_relaxed_3_steelstring-guitar_SimArm_fingers_and_harmonics_new5_20200711.wav,SimArm,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-3,1,1,0,0,206,206_relaxed_1_classical-guitar_TizBol_fingers_new7_20200630.wav,TizBol,classical-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,1,-1,1,0,104,104_relaxed_2_steelstring-guitar_TizCam_pick_new5_20200715.wav,TizCam,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,1,1,-1,0,91,91_relaxed_1_steelstring-guitar_TomCan_pick_new1_20200707.wav.wav,TomCan,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,1,-1,1,0,55,55_relaxed_1_steelstring-guitar_ValFui_pick_new5_20200627.wav,ValFui,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,1,1,-2,0,56,56_relaxed_2_steelstring-guitar_ValFui_fingers_new5_20200627.wav,ValFui,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,1,1,-1,0,68,68_relaxed_2_steelstring-guitar_AdoLaV_pick_new8_20200619.wav,AdoLaV,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-3,1,-1,1,0,69,69_relaxed_3_steelstring-guitar_AdoLaV_pick_new8_20200619.wav,AdoLaV,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,1,-2,-2,1,0,154,154_relaxed_3_steelstring-guitar_AleMar_pick_new9_20200724.wav,AleMar,steelstring-guitar,relaxed,3,5,very_relaxed,very
pro,-2,1,1,-1,0,155,155_relaxed_4_steelstring-guitar_AleMar_pick_new9_20200724.wav,AleMar,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,2,-2,0,375,375_relaxed_2_classical-guitar_AngLoi_fingers_new5_20200917.wav,AngLoi,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,1,-2,0,386,386_relaxed_1_steelstring-guitar_AngLoi_fingers_new3_20200917.wav,AngLoi,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,-1,1,0,266,266_relaxed_1_steelstring-guitar_AntPao_pick_new9_20200801.wav,AntPao,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,0,0,1,256,256_relaxed_3_classical-guitar_CesSam_fingers_and_harmonics_new4_20200720.wav,CesSam,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,1,-2,0,19,19_relaxed_1_steelstring-guitar_DavBen_pick_new4_20200623.wav,DavBen,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,-1,1,0,32,32_relaxed_2_classical-guitar_DavBen_pick_and_fingers_new8_20200526.wav,DavBen,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,-1,1,0,33,33_relaxed_3_classical-guitar_DavBen_pick_and_fingers_new8_20200526.wav,DavBen,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,1,-2,0,280,280_relaxed_3_steelstring-guitar_DavRos_pick_new3_20200901.wav,DavRos,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-3,1,-2,1,0,243,243_relaxed_2_classical-guitar_FedCer_fingers_new3_20200714.wav,FedCer,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,-1,1,0,183,183_relaxed_2_steelstring-guitar_FilMel_fingers_new6_20200729.wav,FilMel,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,-1,1,0,184,184_relaxed_3_steelstring-guitar_FilMel_fingers_new6_20200729.wav,FilMel,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,1,-1,0,290,290_relaxed_1_steelstring-guitar_FraBen_pick_new6_20200801.wav,FraBen,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,1,-2,0,291,291_relaxed_2_steelstring-guitar_FraBen_pick_new6_20200801.wav,FraBen,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-3,2,1,-2,1,302,302_relaxed_1_steelstring-guitar_GiaFer_fingers_new9_20200803.wav,GiaFer,steelstring-guitar,relaxed,3,1,very_relaxed,very
pro,-2,1,-1,1,0,194,194_relax_1_classical-guitar_GioAcq_fingers_new3_20200706.wav,GioAcq,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,1,0,0,196,196_relax_3_classical-guitar_GioAcq_fingers_new3_20200706.wav,GioAcq,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,0,1,0,364,364_relaxed_3_steelstring-guitar_LucFra_fingers_new6_20200914.wav,LucFra,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-3,1,-1,1,0,7,7_relaxed_1_steelstring-guitar_LucTur_pick_new1_20200625.wav,LucTur,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,1,-2,0,400,400_relaxed_3_classical-guitar_MarPia_fingers_new5_20201001.wav,MarPia,classical-guitar,relaxed,3,2,very_relaxed,very
pro,1,-1,0,1,0,169,169_relaxed_2_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,relaxed,3,4,very_relaxed,very
pro,-1,-1,-1,1,0,170,170_relaxed_3_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,relaxed,3,4,very_relaxed,very
pro,-2,1,-1,1,0,79,79_relaxed_1_classical-guitar_MatRig_fingers_new3_20200618.wav,MatRig,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-3,2,0,1,1,80,80_relaxed_2_classical-guitar_MatRig_fingers_new3_20200618.wav,MatRig,classical-guitar,relaxed,3,1,very_relaxed,very
pro,-2,2,1,-2,1,327,327_relaxed_2_steelstring-guitar_NicCon_fingers_new4_20200804.wav,NicCon,steelstring-guitar,relaxed,3,1,very_relaxed,very
pro,-2,1,-2,1,0,328,328_relaxed_3_steelstring-guitar_NicCon_pick_new4_20200804.wav,NicCon,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-1,1,1,-1,0,351,351_relaxed_2_classical-guitar_NicLat_pick_new7_20200730.wav,NicLat,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,1,-1,0,352,352_relaxed_3_classical-guitar_NicLat_fingers_new7_20200730.wav,NicLat,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,-1,1,0,45,45_relaxed_3_steelstring-guitar_OweWin_pick_new5_20200629.wav,OweWin,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-3,1,-1,1,0,218,218_relaxed_1_classical-guitar_SalOli_fingers_new3_20200714.wav,SalOli,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,1,-1,0,219,219_relaxed_2_classical-guitar_SalOli_fingers_new3_20200714.wav,SalOli,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-3,2,-1,1,1,220,220_relaxed_3_classical-guitar_SalOli_fingers_new3_20200714.wav,SalOli,classical-guitar,relaxed,3,1,very_relaxed,very
pro,-3,2,-2,1,1,127,127_relaxed_1_steelstring-guitar_SimArm_fingers_and_harmonics_new5_20200711.wav,SimArm,steelstring-guitar,relaxed,3,1,very_relaxed,very
pro,-2,1,0,1,0,208,208_relaxed_3_classical-guitar_TizBol_fingers_new7_20200630.wav,TizBol,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-1,0,-2,1,0,103,103_relaxed_1_steelstring-guitar_TizCam_pick_new5_20200715.wav,TizCam,steelstring-guitar,relaxed,3,3,very_relaxed,very
pro,-3,0,0,-1,0,92,92_relaxed_2_steelstring-guitar_TomCan_pick_harmonics_new1_20200707.wav,TomCan,steelstring-guitar,relaxed,3,3,very_relaxed,very
pro,-2,1,1,1,0,374,374_relaxed_1_classical-guitar_AngLoi_fingers_new5_20200917.wav,AngLoi,classical-guitar,relaxed,1,0,little_relaxed,little
pro,-2,2,2,-2,0,388,388_relaxed_3_steelstring-guitar_AngLoi_fingers_new3_20200917.wav,AngLoi,steelstring-guitar,relaxed,1,-1,little_relaxed,little
pro,-2,2,2,-2,0,338,338_relaxed_1_classical-guitar_AntDel_fingers_new8_20200831.wav,AntDel,classical-guitar,relaxed,1,-1,little_relaxed,little
pro,-2,1,1,-1,0,254,254_relaxed_1_classical-guitar_CesSam_fingers_new4_20200720.wav,CesSam,classical-guitar,relaxed,1,0,little_relaxed,little
pro,-2,1,1,0,0,21,21_relaxed_3_steelstring-guitar_DavBen_fingers_new4_20200623.wav,DavBen,steelstring-guitar,relaxed,1,0,little_relaxed,little
pro,-2,0,1,1,0,278,278_relaxed_1_steelstring-guitar_DavRos_pick_new3_20200901.wav,DavRos,steelstring-guitar,relaxed,1,1,little_relaxed,little
pro,-2,1,-1,1,0,242,242_relaxed_1_classical-guitar_FedCer_fingers_new3_20200714.wav,FedCer,classical-guitar,relaxed,1,0,little_relaxed,little
pro,-3,3,1,1,1,315,315_relaxed_2_steelstring-guitar_GioDic_fingers_new5_20200821.wav,GioDic,steelstring-guitar,relaxed,1,-2,little_relaxed,little
pro,-2,1,0,1,0,362,362_relaxed_1_steelstring-guitar_LucFra_fingers_new6_20200914.wav,LucFra,steelstring-guitar,relaxed,1,0,little_relaxed,little
pro,-1,0,1,-2,0,399,399_relaxed_2_classical-guitar_MarPia_fingers_new5_20201001.wav,MarPia,classical-guitar,relaxed,1,1,little_relaxed,little
pro,0,-1,-2,2,0,168,168_relaxed_1_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,relaxed,1,2,little_relaxed,little
pro,-1,2,1,-2,1,326,326_relaxed_1_steelstring-guitar_NicCon_pick_new4_20200804.wav,NicCon,steelstring-guitar,relaxed,1,-1,little_relaxed,little
pro,-2,1,1,1,0,114,114_happy_3_steelstring-guitar_SteRom_fingers_new3_20200715.wav,SteRom,steelstring-guitar,relaxed,1,0,little_relaxed,little
pro,-3,1,1,0,0,115,115_relaxed_1_steelstring-guitar_SteRom_fingers_new3_20200715.wav,SteRom,steelstring-guitar,relaxed,1,0,little_relaxed,little
pro,0,0,0,0,0,116,116_relaxed_2_steelstring-guitar_SteRom_fingers_new3_20200715.wav,SteRom,steelstring-guitar,relaxed,1,1,little_relaxed,little
pro,-2,1,1,1,0,207,207_relaxed_2_classical-guitar_TizBol_fingers_new7_20200630.wav,TizBol,classical-guitar,relaxed,1,0,little_relaxed,little
pro,-1,1,1,-2,0,105,105_relaxed_3_steelstring-guitar_TizCam_pick_new5_20200715.wav,TizCam,steelstring-guitar,relaxed,1,0,little_relaxed,little
pro,-3,0,1,1,0,93,93_relaxed_3_steelstring-guitar_TomCan_pick_new1_20200707.wav,TomCan,steelstring-guitar,relaxed,1,1,little_relaxed,little
pro,1,2,2,-2,0,57,57_relaxed_3_steelstring-guitar_ValFui_fingers_new5_20200627.wav,ValFui,steelstring-guitar,relaxed,1,-1,little_relaxed,little
pro,-2,2,1,-2,1,67,67_relaxed_1_steelstring-guitar_AdoLaV_pick_new8_20200619.wav,AdoLaV,steelstring-guitar,relaxed,2,0,normal_relaxed,normal
pro,0,1,2,-1,0,152,152_relaxed_1_steelstring-guitar_AleMar_pick_new9_20200724.wav,AleMar,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,2,0,1,1,153,153_relaxed_2_steelstring-guitar_AleMar_pick_new9_20200724.wav,AleMar,steelstring-guitar,relaxed,2,0,normal_relaxed,normal
pro,-2,2,1,1,1,376,376_relaxed_3_classical-guitar_AngLoi_fingers_new5_20200917.wav,AngLoi,classical-guitar,relaxed,2,0,normal_relaxed,normal
pro,-2,2,2,1,0,387,387_relaxed_2_steelstring-guitar_AngLoi_fingers_new3_20200917.wav,AngLoi,steelstring-guitar,relaxed,2,0,normal_relaxed,normal
pro,-3,2,1,0,1,339,339_relaxed_2_classical-guitar_AntDel_fingers_new8_20200831.wav,AntDel,classical-guitar,relaxed,2,0,normal_relaxed,normal
pro,-3,1,-1,2,0,340,340_relaxed_3_classical-guitar_AntDel_fingers_new8_20200831.wav,AntDel,classical-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,0,-1,1,0,267,267_relaxed_2_steelstring-guitar_AntPao_pick_new9_20200801.wav,AntPao,steelstring-guitar,relaxed,2,2,normal_relaxed,normal
pro,-2,2,-1,2,0,268,268_relaxed_3_steelstring-guitar_AntPao_pick_new9_20200801.wav,AntPao,steelstring-guitar,relaxed,2,0,normal_relaxed,normal
pro,-2,0,1,-1,0,255,255_relaxed_2_classical-guitar_CesSam_fingers_new4_20200720.wav,CesSam,classical-guitar,relaxed,2,2,normal_relaxed,normal
pro,-2,1,1,-2,0,20,20_relaxed_2_steelstring-guitar_DavBen_pick_new4_20200623.wav,DavBen,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,1,-1,0,1,31,31_relaxed_1_classical-guitar_DavBen_fingers_new8_20200526.wav,DavBen,classical-guitar,relaxed,2,1,normal_relaxed,normal
pro,-1,0,0,-2,0,279,279_relaxed_2_steelstring-guitar_DavRos_pick_new3_20200901.wav,DavRos,steelstring-guitar,relaxed,2,2,normal_relaxed,normal
pro,-3,2,1,0,1,244,244_relaxed_3_classical-guitar_FedCer_fingers_new3_20200714.wav,FedCer,classical-guitar,relaxed,2,0,normal_relaxed,normal
pro,1,-1,0,-2,0,182,182_relaxed_1_steelstring-guitar_FilMel_fingers_new6_20200729.wav,FilMel,steelstring-guitar,relaxed,2,3,normal_relaxed,normal
pro,-3,3,2,-2,1,292,292_relaxed_3_steelstring-guitar_FraBen_pick_new6_20200801.wav,FraBen,steelstring-guitar,relaxed,2,-1,normal_relaxed,normal
pro,-2,1,1,-2,0,303,303_relaxed_2_steelstring-guitar_GiaFer_pick_new9_20200803.wav,GiaFer,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,1,0,1,0,304,304_relaxed_3_steelstring-guitar_GiaFer_fingers_new9_20200803.wav,GiaFer,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-1,-1,1,-2,0,195,195_relax_2_classical-guitar_GioAcq_fingers_new3_20200706.wav,GioAcq,classical-guitar,relaxed,2,3,normal_relaxed,normal
pro,-3,3,1,0,1,314,314_relaxed_1_steelstring-guitar_GioDic_fingers_new5_20200821.wav,GioDic,steelstring-guitar,relaxed,2,-1,normal_relaxed,normal
pro,-2,2,2,-2,0,316,316_relaxed_3_steelstring-guitar_GioDic_fingers_new5_20200821.wav,GioDic,steelstring-guitar,relaxed,2,0,normal_relaxed,normal
pro,-2,2,1,1,1,363,363_relaxed_2_steelstring-guitar_LucFra_fingers_new6_20200914.wav,LucFra,steelstring-guitar,relaxed,2,0,normal_relaxed,normal
pro,-3,3,1,0,1,8,8_relaxed_2_steelstring-guitar_LucTur_pick_new1_20200625.wav,LucTur,steelstring-guitar,relaxed,2,-1,normal_relaxed,normal
pro,-2,2,1,-2,1,9,9_relaxed_3_steelstring-guitar_LucTur_pick_new1_20200625.wav,LucTur,steelstring-guitar,relaxed,2,0,normal_relaxed,normal
pro,0,1,1,-2,0,398,398_relaxed_1_classical-guitar_MarPia_fingers_new5_20201001.wav,MarPia,classical-guitar,relaxed,2,1,normal_relaxed,normal
pro,0,0,0,2,0,171,171_relaxed_4_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,relaxed,2,2,normal_relaxed,normal
pro,-1,1,0,1,0,81,81_relaxed_3_classical-guitar_MatRig_fingers_new3_20200618.wav,MatRig,classical-guitar,relaxed,2,1,normal_relaxed,normal
pro,-1,2,1,-1,1,350,350_relaxed_1_classical-guitar_NicLat_pick_new7_20200730.wav,NicLat,classical-guitar,relaxed,2,0,normal_relaxed,normal
pro,-2,1,1,1,0,43,43_relaxed_1_steelstring-guitar_OweWin_pick_new5_20200629.wav,OweWin,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,2,1,-2,1,44,44_relaxed_2_steelstring-guitar_OweWin_pick_new5_20200629.wav,OweWin,steelstring-guitar,relaxed,2,0,normal_relaxed,normal
pro,-2,1,0,1,0,139,139_relaxed_1_steelstring-guitar_SamLor_pick_new2_20200715.wav,SamLor,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-1,1,0,1,0,140,140_relaxed_2_steelstring-guitar_SamLor_pick_new2_20200715.wav,SamLor,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,1,-1,2,0,141,141_relaxed_3_steelstring-guitar_SamLor_pick_new2_20200715.wav,SamLor,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,0,0,0,0,0,128,128_relaxed_2_steelstring-guitar_SimArm_fingers_new5_20200711.wav,SimArm,steelstring-guitar,relaxed,2,2,normal_relaxed,normal
pro,-2,3,-2,0,1,129,129_relaxed_3_steelstring-guitar_SimArm_fingers_and_harmonics_new5_20200711.wav,SimArm,steelstring-guitar,relaxed,2,-1,normal_relaxed,normal
pro,-1,1,1,1,0,206,206_relaxed_1_classical-guitar_TizBol_fingers_new7_20200630.wav,TizBol,classical-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,2,1,-2,1,104,104_relaxed_2_steelstring-guitar_TizCam_pick_new5_20200715.wav,TizCam,steelstring-guitar,relaxed,2,0,normal_relaxed,normal
pro,-2,1,1,-2,0,91,91_relaxed_1_steelstring-guitar_TomCan_pick_new1_20200707.wav.wav,TomCan,steelstring-guitar,relaxed,2,1,normal_relaxed,normal
pro,-2,2,1,-2,1,55,55_relaxed_1_steelstring-guitar_ValFui_pick_new5_20200627.wav,ValFui,steelstring-guitar,relaxed,2,0,normal_relaxed,normal
pro,1,2,0,-2,1,56,56_relaxed_2_steelstring-guitar_ValFui_fingers_new5_20200627.wav,ValFui,steelstring-guitar,relaxed,2,0,normal_relaxed,normal
pro,-3,2,1,-1,1,68,68_relaxed_2_steelstring-guitar_AdoLaV_pick_new8_20200619.wav,AdoLaV,steelstring-guitar,relaxed,3,1,very_relaxed,very
pro,-2,2,0,0,1,69,69_relaxed_3_steelstring-guitar_AdoLaV_pick_new8_20200619.wav,AdoLaV,steelstring-guitar,relaxed,3,1,very_relaxed,very
pro,1,0,-1,-1,0,154,154_relaxed_3_steelstring-guitar_AleMar_pick_new9_20200724.wav,AleMar,steelstring-guitar,relaxed,3,3,very_relaxed,very
pro,-2,1,2,0,0,155,155_relaxed_4_steelstring-guitar_AleMar_pick_new9_20200724.wav,AleMar,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-3,2,2,-2,0,375,375_relaxed_2_classical-guitar_AngLoi_fingers_new5_20200917.wav,AngLoi,classical-guitar,relaxed,3,1,very_relaxed,very
pro,-3,3,1,-1,1,386,386_relaxed_1_steelstring-guitar_AngLoi_fingers_new3_20200917.wav,AngLoi,steelstring-guitar,relaxed,3,0,very_relaxed,very
pro,-1,1,0,1,0,266,266_relaxed_1_steelstring-guitar_AntPao_pick_new9_20200801.wav,AntPao,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-2,2,-1,-2,1,256,256_relaxed_3_classical-guitar_CesSam_fingers_and_harmonics_new4_20200720.wav,CesSam,classical-guitar,relaxed,3,1,very_relaxed,very
pro,1,0,1,-1,0,19,19_relaxed_1_steelstring-guitar_DavBen_pick_new4_20200623.wav,DavBen,steelstring-guitar,relaxed,3,3,very_relaxed,very
pro,-2,1,2,1,0,32,32_relaxed_2_classical-guitar_DavBen_pick_and_fingers_new8_20200526.wav,DavBen,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-3,2,1,0,1,33,33_relaxed_3_classical-guitar_DavBen_pick_and_fingers_new8_20200526.wav,DavBen,classical-guitar,relaxed,3,1,very_relaxed,very
pro,-1,0,1,1,0,280,280_relaxed_3_steelstring-guitar_DavRos_pick_new3_20200901.wav,DavRos,steelstring-guitar,relaxed,3,3,very_relaxed,very
pro,-2,2,1,1,1,243,243_relaxed_2_classical-guitar_FedCer_fingers_new3_20200714.wav,FedCer,classical-guitar,relaxed,3,1,very_relaxed,very
pro,-2,1,1,0,0,183,183_relaxed_2_steelstring-guitar_FilMel_fingers_new6_20200729.wav,FilMel,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-2,0,-2,1,0,184,184_relaxed_3_steelstring-guitar_FilMel_fingers_new6_20200729.wav,FilMel,steelstring-guitar,relaxed,3,3,very_relaxed,very
pro,-2,1,1,-1,0,290,290_relaxed_1_steelstring-guitar_FraBen_pick_new6_20200801.wav,FraBen,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,2,0,0,291,291_relaxed_2_steelstring-guitar_FraBen_pick_new6_20200801.wav,FraBen,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-3,2,1,-2,1,302,302_relaxed_1_steelstring-guitar_GiaFer_fingers_new9_20200803.wav,GiaFer,steelstring-guitar,relaxed,3,1,very_relaxed,very
pro,-2,1,-1,1,0,194,194_relax_1_classical-guitar_GioAcq_fingers_new3_20200706.wav,GioAcq,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,0,1,0,0,196,196_relax_3_classical-guitar_GioAcq_fingers_new3_20200706.wav,GioAcq,classical-guitar,relaxed,3,3,very_relaxed,very
pro,-2,1,1,0,0,364,364_relaxed_3_steelstring-guitar_LucFra_fingers_new6_20200914.wav,LucFra,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-3,3,2,-2,1,7,7_relaxed_1_steelstring-guitar_LucTur_pick_new1_20200625.wav,LucTur,steelstring-guitar,relaxed,3,0,very_relaxed,very
pro,-2,1,0,1,0,400,400_relaxed_3_classical-guitar_MarPia_fingers_new5_20201001.wav,MarPia,classical-guitar,relaxed,3,2,very_relaxed,very
pro,1,-1,-1,2,0,169,169_relaxed_2_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,relaxed,3,4,very_relaxed,very
pro,1,-1,2,-2,0,170,170_relaxed_3_steelstring-guitar_MasChi_pick_new5_20200729.wav,MasChi,steelstring-guitar,relaxed,3,4,very_relaxed,very
pro,-1,1,1,-1,0,79,79_relaxed_1_classical-guitar_MatRig_fingers_new3_20200618.wav,MatRig,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,0,-1,1,0,80,80_relaxed_2_classical-guitar_MatRig_fingers_new3_20200618.wav,MatRig,classical-guitar,relaxed,3,3,very_relaxed,very
pro,-1,1,1,-2,0,327,327_relaxed_2_steelstring-guitar_NicCon_fingers_new4_20200804.wav,NicCon,steelstring-guitar,relaxed,3,2,very_relaxed,very
pro,-1,2,1,-1,1,328,328_relaxed_3_steelstring-guitar_NicCon_pick_new4_20200804.wav,NicCon,steelstring-guitar,relaxed,3,1,very_relaxed,very
pro,-1,0,1,-2,0,351,351_relaxed_2_classical-guitar_NicLat_pick_new7_20200730.wav,NicLat,classical-guitar,relaxed,3,3,very_relaxed,very
pro,-2,1,1,0,0,352,352_relaxed_3_classical-guitar_NicLat_fingers_new7_20200730.wav,NicLat,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-3,2,0,0,1,45,45_relaxed_3_steelstring-guitar_OweWin_pick_new5_20200629.wav,OweWin,steelstring-guitar,relaxed,3,1,very_relaxed,very
pro,-3,1,1,0,0,218,218_relaxed_1_classical-guitar_SalOli_fingers_new3_20200714.wav,SalOli,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,1,1,0,219,219_relaxed_2_classical-guitar_SalOli_fingers_new3_20200714.wav,SalOli,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,1,0,1,0,220,220_relaxed_3_classical-guitar_SalOli_fingers_new3_20200714.wav,SalOli,classical-guitar,relaxed,3,2,very_relaxed,very
pro,-2,2,1,-2,1,127,127_relaxed_1_steelstring-guitar_SimArm_fingers_and_harmonics_new5_20200711.wav,SimArm,steelstring-guitar,relaxed,3,1,very_relaxed,very
pro,-1,0,1,-1,0,208,208_relaxed_3_classical-guitar_TizBol_fingers_new7_20200630.wav,TizBol,classical-guitar,relaxed,3,3,very_relaxed,very
pro,1,0,0,0,0,103,103_relaxed_1_steelstring-guitar_TizCam_pick_new5_20200715.wav,TizCam,steelstring-guitar,relaxed,3,3,very_relaxed,very
pro,-2,1,1,-2,0,92,92_relaxed_2_steelstring-guitar_TomCan_pick_harmonics_new1_20200707.wav,TomCan,steelstring-guitar,relaxed,3,2,very_relaxed,very
none,-2,1,0,0,1,374,374_relaxed_1_classical-guitar_AngLoi_fingers_new5_20200917.wav,AngLoi,classical-guitar,relaxed,1,0,little_relaxed,little
none,-2,1,0,1,0,388,388_relaxed_3_steelstring-guitar_AngLoi_fingers_new3_20200917.wav,AngLoi,steelstring-guitar,relaxed,1,0,little_relaxed,little
none,-2,2,-1,0,1,338,338_relaxed_1_classical-guitar_AntDel_fingers_new8_20200831.wav,AntDel,classical-guitar,relaxed,1,-1,little_relaxed,little
